x [kpc]	y [kpc]	MF814W
388.55492	2.27619	-8.22488
638.98095	-154.63016	-8.04602
571.67559	-18.55329	-7.30377
323.24328	22.04230	-8.40172
261.50361	-130.04414	-9.55354
261.94599	-128.83281	-9.53417
261.78458	-129.11453	-10.44733
260.57400	-131.06491	-9.48162
260.88785	-131.10601	-9.55295
261.11502	-130.16071	-9.28413
260.93568	-129.99332	-10.23520
259.97917	-130.14502	-8.00472
261.65007	-130.81009	-9.89013
601.82655	-178.54886	-8.41491
602.11649	-179.11754	-7.11400
602.25100	-179.04729	-10.25894
602.27491	-178.97854	-8.11612
602.21513	-179.02338	-8.12749
602.32274	-178.96210	-9.62573
602.32573	-178.71625	-11.03012
602.03878	-179.01964	-10.44121
602.11948	-178.87766	-9.69355
602.26296	-178.95015	-9.72266
602.30481	-178.99573	-9.18918
602.08361	-178.72372	-10.38625
601.59938	-179.17209	-11.32488
602.06568	-178.84329	-9.74969
602.34366	-178.77155	-8.99741
601.95508	-178.48310	-8.81216
603.23441	-178.10872	-8.87733
603.11186	-178.73493	-9.45975
603.11784	-178.91951	-8.25120
602.67844	-177.55051	-8.66074
601.82655	-177.99737	-8.69838
601.93117	-177.49894	-8.58867
601.75182	-177.78664	-7.95601
601.99095	-179.34620	-7.89088
601.92519	-179.77514	-9.09824
400.63981	-254.18556	-9.53780
258.14387	-121.02306	-7.26879
594.55409	-173.62135	-9.14685
592.76064	-175.12411	-8.22762
258.72375	-131.01709	-7.82492
255.66591	-130.00976	-8.20152
257.86887	-129.09136	-7.99063
258.45174	-130.27280	-7.70318
260.08080	-127.89423	-9.09880
599.67142	-178.81489	-7.62423
601.40210	-178.63704	-8.73557
600.33201	-177.69398	-9.43985
600.77140	-178.37176	-8.10567
601.19286	-179.25578	-9.17703
600.60401	-179.10110	-9.69630
601.01950	-177.99364	-9.23901
599.96734	-177.61627	-11.88668
599.49207	-178.24397	-8.58941
599.69234	-178.65199	-8.51398
600.62195	-179.57038	-8.86085
602.32274	-180.22724	-8.06984
601.50971	-180.78321	-8.35010
603.42870	-181.18823	-8.79655
602.54692	-180.41331	-9.08895
602.92953	-179.75720	-10.38201
603.26729	-179.79382	-8.61952
603.27028	-179.76916	-7.54368
602.71132	-179.07644	-8.53478
602.86974	-178.33141	-8.59542
378.16484	7.38455	-8.41544
378.63711	7.76641	-7.98064
378.76265	7.49290	-8.70730
378.37706	8.08250	-8.96361
377.90777	8.48603	-8.03241
378.06918	8.44568	-8.79258
377.55207	8.55478	-7.72645
376.79583	8.04589	-8.09408
376.88849	7.44508	-9.20982
377.20235	7.77238	-7.59392
377.12164	7.66702	-8.42335
377.14854	7.55418	-7.69154
377.02001	7.73876	-9.94191
377.71049	7.84412	-7.87724
377.69854	7.92184	-8.43618
377.62680	8.37095	-8.41336
377.57300	7.73651	-8.74539
377.73441	7.68122	-8.02297
377.61185	7.69467	-7.34231
377.24121	7.72232	-9.41335
376.97219	7.35989	-9.17485
377.18142	7.36886	-9.46138
376.95724	7.70961	-8.63643
376.89148	8.19982	-7.66239
377.12463	7.62592	-7.87909
377.70452	7.82693	-9.95256
377.26811	8.32686	-8.10642
377.69854	8.13780	-9.34288
377.55207	8.04738	-8.30255
377.57300	7.57660	-8.39546
377.40561	7.79704	-8.99746
377.36675	7.69840	-7.86377
377.35180	8.46511	-8.20869
377.52517	10.14049	-7.43225
665.93657	-138.12066	-8.48464
662.96542	-113.08628	-8.48892
309.15270	-161.21139	-9.66594
304.80059	-169.10931	-7.61585
300.52918	-5.41324	-7.81417
296.62244	6.85847	-9.32134
297.89878	-0.55597	-7.18980
300.39168	-6.25841	-8.31262
284.49569	7.63264	-9.29690
290.37225	15.29966	-8.46273
336.51484	25.92065	-9.58173
337.06185	26.96160	-9.24814
335.20562	27.53924	-9.79092
335.43578	27.40100	-8.42309
336.44012	28.14528	-10.06620
335.31024	28.03991	-7.58937
335.23850	29.21537	-9.09610
337.72542	30.96997	-8.64258
342.68433	29.88493	-7.93366
340.88788	28.81110	-7.89328
340.99848	30.81304	-10.40935
341.07918	30.13228	-8.78618
342.87563	30.86984	-9.06219
331.25105	-215.61807	-7.04780
328.83886	-206.00516	-7.55811
595.63017	-183.36205	-9.08675
317.10668	-12.28367	-7.56629
309.01222	-31.29877	-7.98847
305.67041	-29.60171	-6.98341
251.97140	-116.49309	-8.84524
258.97185	-114.55168	-9.34877
380.38573	-9.46869	-7.38878
379.44716	-17.83964	-7.49734
365.38348	-13.96952	-10.02337
351.57687	-26.16501	-7.33486
605.94851	-178.47563	-8.88684
606.05910	-180.70250	-7.93391
607.09034	-179.77887	-8.99841
605.39553	-177.86959	-7.63695
604.29255	-177.54677	-7.93466
605.06673	-178.20213	-7.75513
602.42736	-177.69473	-8.27736
602.04475	-179.88723	-8.21053
599.92848	-180.46263	-7.58803
600.80727	-181.01935	-8.44581
601.25265	-179.63241	-7.92522
600.24532	-178.56082	-8.64150
600.61597	-178.15430	-8.03585
595.51957	-178.02129	-8.27492
599.10349	-178.34411	-9.18116
597.88693	-177.81429	-8.72556
598.60730	-180.53511	-9.46384
596.18913	-181.85629	-8.66683
595.42990	-182.64691	-7.74737
598.96599	-183.08854	-7.69397
602.80697	-185.84224	-8.34744
603.13577	-185.72119	-7.93028
602.02383	-184.08765	-7.86910
602.41241	-181.96315	-10.70009
602.86974	-184.28493	-8.99329
330.11520	-127.65585	-7.53523
328.11849	-149.19973	-7.46145
662.72031	-281.39302	-7.57120
386.11582	-93.70053	-8.39337
385.97832	-95.47978	-9.58133
385.69436	-93.31045	-7.68209
386.43565	-93.35006	-8.37551
386.22940	-92.59531	-7.46748
387.36825	-91.76584	-7.81600
387.43401	-92.06400	-7.16832
387.92721	-90.88256	-8.41832
392.04020	-88.08328	-7.29452
385.79598	-88.75582	-8.63147
387.54759	-92.97268	-7.78545
386.91092	-93.12961	-9.61192
386.65684	-93.22451	-9.87093
386.67179	-93.38742	-8.36780
386.28321	-92.61175	-8.58104
385.42534	-92.45109	-8.17586
385.79300	-92.63716	-7.87641
385.94245	-92.70441	-9.60563
385.17126	-93.31419	-8.02457
385.25795	-93.17146	-9.23789
385.18023	-92.49293	-8.06272
385.19518	-92.76121	-8.21769
385.25496	-93.04367	-7.82646
386.18756	-92.35170	-8.14317
386.65086	-93.18341	-7.85202
386.80331	-92.79707	-8.47834
387.09026	-91.89736	-7.28767
595.97690	-184.41047	-8.11017
595.57935	-179.03459	-9.75000
599.04072	-179.78560	-8.99809
598.60431	-180.46337	-7.50763
598.29345	-178.72372	-7.76741
597.54617	-179.31183	-10.67234
597.88394	-179.55693	-9.04694
598.18883	-178.99723	-9.22160
597.98856	-178.67590	-9.32619
597.86899	-180.27581	-8.74169
596.69428	-178.62583	-9.39427
596.21902	-179.75870	-7.60358
595.81848	-181.12471	-10.31774
596.58667	-178.24622	-7.36156
596.47907	-178.89933	-9.18348
596.66738	-179.15042	-11.75705
598.78366	-177.49894	-8.19705
599.01083	-178.92474	-11.18151
598.79860	-177.91368	-10.18222
597.54318	-179.60252	-8.19142
598.39209	-181.03579	-10.47919
377.17844	8.54506	-8.62777
379.03765	8.27978	-8.58319
379.89851	9.90958	-8.93094
379.10042	8.60335	-8.08366
378.82841	8.43447	-7.68507
379.22596	7.98685	-7.98849
379.65639	7.88971	-8.66749
378.95993	8.06382	-9.41981
379.50096	7.58183	-8.50711
379.65041	7.75594	-7.45680
378.88222	7.94052	-9.09157
379.46808	8.78793	-9.34636
377.86892	8.47333	-7.63486
378.49662	8.01749	-7.50989
378.60722	8.11165	-9.92598
378.56836	8.05859	-7.67284
378.32027	8.51443	-8.65686
377.17246	8.54357	-10.16163
377.31892	8.06756	-8.29952
377.26512	8.22747	-9.29353
377.30099	8.22822	-7.80371
377.51022	8.06905	-8.98159
377.14257	7.80676	-7.71858
376.79284	7.51906	-7.75938
376.85561	8.90301	-8.76631
376.96322	8.73412	-7.75403
377.28305	8.47333	-10.56283
377.36675	9.26543	-8.11071
378.80450	9.50381	-8.48716
377.33985	11.25318	-7.68908
378.08114	9.69063	-9.05152
377.11268	8.71993	-8.87869
376.78985	8.54282	-8.03425
377.33387	8.41205	-9.32883
377.38767	8.45464	-9.50068
377.25914	8.87685	-8.38913
377.34284	8.52414	-8.41431
377.26213	8.55478	-8.48477
377.60588	8.70797	-8.29676
377.12762	8.67957	-10.28090
376.86458	8.76700	-9.15014
376.75100	8.80661	-7.74056
377.18740	8.20730	-8.47458
377.70452	8.06158	-9.04968
377.68359	8.24242	-8.45357
377.61783	8.33508	-8.83539
377.69256	7.90913	-8.83355
377.52816	7.93379	-9.39314
377.42653	8.16993	-8.40207
377.39365	8.11912	-7.96316
377.39066	8.31416	-8.36502
377.64174	8.31565	-7.83864
377.68957	8.02795	-8.03780
377.64174	7.55194	-9.40984
377.06485	7.61845	-7.99546
376.98414	7.86878	-7.46531
376.75697	8.00553	-8.16342
377.07681	8.38365	-8.05945
376.96621	8.26708	-9.87430
376.91241	8.22598	-8.82114
376.70616	7.85458	-8.36475
377.01105	7.81274	-8.11695
377.37572	7.55792	-8.78453
377.55805	7.68869	-8.01841
377.62680	7.91287	-8.05752
377.27110	7.98909	-7.72387
377.36675	8.17965	-8.99672
377.68658	8.22747	-8.57696
377.71647	8.22149	-8.02839
377.51022	7.78509	-7.83929
377.53115	7.75146	-8.36157
377.29202	7.87028	-7.69189
377.38169	7.53251	-9.63612
377.38767	7.76641	-8.11762
377.18740	7.80825	-8.43110
377.09474	7.71709	-7.80684
376.91241	7.48468	-8.02310
377.07382	8.22673	-8.15424
377.13659	8.29996	-8.55417
376.73904	8.28202	-7.61699
376.95724	9.01435	-9.29219
376.84665	8.61830	-7.65673
376.88849	8.48977	-9.61677
376.95724	8.41653	-8.30811
377.20534	8.61531	-9.30179
377.36675	8.42176	-7.51743
377.88984	8.59887	-7.87036
378.05424	8.96428	-10.05104
378.05424	8.72590	-7.45653
378.60124	8.13481	-9.53985
378.10206	7.37782	-8.27110
378.22761	7.48319	-8.43203
377.84799	8.21925	-8.20025
377.92272	8.33956	-7.88167
378.08114	8.19385	-7.50481
378.05723	8.35152	-8.39731
377.93169	7.96892	-7.69741
377.93468	7.92184	-8.79247
377.91375	7.83366	-7.71251
378.46673	8.03692	-8.96067
378.02136	7.77986	-8.75475
378.26348	7.83217	-8.28991
378.00044	8.05186	-9.55983
378.19772	8.13332	-7.83935
377.94364	7.88597	-9.27029
377.84799	8.26409	-7.60193
378.01239	8.34928	-9.71225
379.19308	9.11075	-10.06022
378.99281	8.02571	-7.40919
379.34553	7.59827	-8.28531
378.81646	8.34928	-8.73571
379.55476	7.64236	-7.94241
379.02270	8.80511	-7.71437
379.96726	7.55792	-8.18397
380.72948	8.04887	-7.49362
380.72948	8.04887	-7.64070
380.45747	7.65133	-9.07560
380.52622	7.86430	-7.18867
378.88222	7.48543	-8.06712
379.10341	7.47721	-9.64046
378.89417	7.73577	-7.42136
378.83738	7.75071	-8.14561
378.95097	8.63100	-9.28690
378.01239	8.50621	-8.15919
378.79852	7.68421	-9.14798
377.79718	7.39875	-8.63896
378.77461	7.38530	-7.99842
378.10804	7.62741	-8.45653
378.21266	7.49440	-9.31246
377.87788	7.95248	-8.29449
377.84799	8.38739	-9.05027
378.06321	7.91661	-7.64963
601.31841	-180.40733	-8.17942
335.68985	-61.86895	-7.50751
340.84902	-62.56989	-7.18938
253.27165	-82.28369	-8.05179
331.62768	22.94875	-8.35603
331.68447	22.71560	-10.01531
331.29888	22.38231	-9.02672
330.97008	22.08415	-7.86608
331.58284	22.39875	-10.76445
331.72632	23.84771	-10.84290
331.09861	23.67958	-8.86981
331.73828	23.42326	-11.15888
331.91164	23.37619	-8.41258
332.19860	23.60560	-8.19786
331.87278	24.95218	-7.64313
330.54264	24.75789	-8.22346
330.72796	24.71605	-9.59484
331.34969	25.91990	-9.37432
331.69344	27.19325	-8.95129
331.67252	27.80901	-7.46125
333.11924	28.11389	-8.34352
332.63500	26.31969	-9.50796
330.72198	26.44225	-9.68741
332.68881	6.42131	-8.52951
324.18185	4.72949	-7.58440
325.78700	6.91750	-7.66931
324.29544	5.59334	-7.74959
319.64740	2.23435	-7.61855
322.75008	3.28875	-8.54407
320.96260	13.31640	-8.70357
323.84708	7.64012	-8.15428
325.22804	10.95875	-7.95147
326.27721	12.14019	-7.14604
326.27422	15.58661	-7.76372
601.88334	-178.06762	-8.17380
603.37490	-179.24084	-8.77006
602.11948	-178.28881	-10.02427
601.49775	-178.92848	-7.50944
602.29883	-179.13248	-9.08765
601.84747	-178.85076	-9.81141
601.74585	-178.19316	-9.51858
601.61134	-177.86436	-8.68460
603.12681	-179.16088	-8.16029
602.73822	-180.37819	-8.07909
602.88469	-180.86317	-8.37059
603.41974	-179.72806	-9.44055
602.85480	-180.58443	-9.04848
601.50373	-180.96853	-9.63144
601.75780	-179.63839	-10.57093
600.92086	-177.87557	-8.17292
600.84912	-179.16835	-9.66389
599.61761	-178.54811	-8.61070
331.47822	24.58303	-8.35024
331.92958	24.75490	-9.30219
331.89371	24.58079	-11.17325
332.40484	24.61890	-9.55231
333.69912	25.93111	-7.29262
333.32847	25.73234	-7.96354
333.17304	24.90884	-10.09628
332.91598	24.66299	-8.15067
334.18634	24.79974	-11.52437
334.65563	25.38261	-8.22017
332.84424	26.07608	-10.65221
334.36569	24.85653	-10.10297
334.17737	25.11957	-7.80970
333.70211	24.42685	-7.87923
333.51380	24.39995	-9.29366
546.37593	-190.58668	-7.32659
243.15358	-102.35469	-7.56480
243.84705	-104.73550	-7.90348
242.72315	-105.85940	-12.00239
237.53110	-106.17475	-7.28177
240.79817	-103.31867	-7.55660
234.42842	-104.78109	-7.89824
246.21142	-99.61220	-7.91730
232.67980	24.90511	-10.52408
374.63472	-86.13215	-7.29210
598.92115	-183.35383	-9.87912
315.36702	-5.01345	-8.99837
305.51199	6.48483	-7.51661
386.66282	-113.89632	-7.69957
386.04408	-111.61639	-8.26054
386.49842	-111.39520	-7.88298
685.67055	-119.12723	-7.62144
655.72883	-126.99377	-8.65506
178.50552	-152.42869	-7.53289
613.24189	12.68570	-9.36830
594.47339	-364.49498	-8.17624
240.69057	-88.33810	-11.11032
234.05478	-78.37695	-7.54275
256.29063	-136.43257	-7.18851
251.24804	-135.63673	-8.56044
349.55924	28.70723	-7.67857
628.08273	-236.59925	-7.49308
450.44404	16.58123	-7.19518
552.46470	-137.21646	-7.23100
328.29783	26.37125	-7.74994
330.49481	27.26873	-8.13132
330.04645	25.17637	-8.86360
572.14787	-199.18330	-10.34839
600.35891	-179.13771	-7.85942
602.44828	-180.65991	-7.94035
603.37191	-182.98318	-9.08572
603.22843	-185.79367	-10.83760
271.58581	-186.48116	-7.33314
270.69207	-191.75392	-7.82333
270.59343	-189.99334	-7.92670
252.65590	-127.49071	-7.26621
252.81432	-133.79395	-7.47240
251.08662	-134.62342	-9.00207
254.61674	-134.06745	-7.52343
255.77651	-135.22348	-7.84302
256.99008	-132.03861	-7.77177
255.00831	-132.54077	-9.41346
258.00338	-133.19763	-9.84446
258.27539	-131.54541	-7.62543
258.03028	-132.43765	-8.15615
257.85094	-132.89423	-7.60334
258.23952	-133.75136	-8.03215
255.25043	-131.66422	-8.98275
257.39361	-8.44642	-8.01611
266.64185	-124.18776	-9.95477
260.79818	-118.18567	-7.66651
253.14312	-118.50251	-8.02943
259.83868	-122.31958	-8.67618
316.42217	-133.30449	-8.04404
598.74480	-170.74808	-9.44506
596.34456	-171.64556	-7.56239
596.17418	-170.29897	-8.89169
598.44888	-170.30495	-8.55734
601.26161	-174.15041	-8.41919
601.12710	-175.35278	-9.02163
601.10020	-174.33125	-7.84534
601.75481	-176.49461	-9.91353
602.43334	-175.92743	-10.08481
601.10020	-176.10154	-7.92956
598.86436	-176.64631	-8.92657
598.16193	-176.81893	-8.50533
596.44021	-174.11305	-7.79064
596.66140	-177.16790	-7.65577
596.38939	-175.96629	-9.39481
595.22066	-175.33708	-8.82068
596.56276	-174.41943	-8.63084
595.51957	-175.34605	-7.62248
596.27581	-174.28343	-9.12693
597.78530	-176.39373	-8.67602
599.27686	-175.89156	-7.63442
597.42960	-176.23829	-7.09115
600.18554	-177.22245	-10.30951
601.19585	-175.73463	-8.47620
601.47085	-177.12605	-8.62978
602.00590	-175.66364	-8.35375
602.81893	-175.83028	-10.56869
601.54259	-176.07389	-9.40579
601.80862	-175.63898	-8.99949
603.12979	-176.78007	-9.25785
602.34366	-177.01172	-9.80994
600.64885	-177.29718	-9.35281
600.42168	-176.53945	-7.55266
601.01950	-174.52181	-9.11480
601.71595	-174.19376	-11.04023
603.25833	-174.18778	-7.76388
601.83851	-174.58458	-8.93226
603.08197	-173.70579	-7.98453
603.40778	-173.48235	-8.64874
603.19257	-173.71027	-8.35965
602.21513	-174.72731	-9.08826
601.91622	-175.33708	-10.87005
599.93745	-169.14070	-8.24694
595.62419	-171.59923	-10.66357
597.19346	-171.69488	-7.96533
598.77469	-173.05043	-10.12733
595.94402	-171.26071	-9.15375
595.18180	-171.59997	-9.94790
596.79890	-173.11245	-9.52350
597.54916	-170.85345	-10.85649
602.18225	-172.95403	-8.44624
603.45262	-175.27880	-7.84890
601.59041	-175.28776	-7.60014
603.48550	-174.92833	-8.33357
602.09856	-174.05775	-8.06471
601.40210	-176.32797	-7.64354
599.49805	-175.75331	-8.32156
600.36489	-175.84822	-9.02619
600.58309	-177.30764	-8.65921
602.29285	-176.95792	-8.33858
602.80099	-176.90337	-8.36944
600.88798	-175.44693	-9.23496
601.10319	-177.41899	-7.59903
599.93147	-177.14922	-7.48104
598.64915	-176.71730	-8.99100
597.69862	-175.44693	-7.78925
599.04072	-176.06642	-7.61001
598.21872	-175.54333	-7.80375
597.36982	-173.73418	-11.53139
597.22036	-174.44783	-9.09016
595.81250	-176.42063	-8.02567
377.18142	6.16500	-7.47184
379.40830	7.29936	-8.39993
379.79688	7.30907	-8.31450
379.58764	7.19698	-8.36021
378.93004	7.08938	-9.11376
380.24524	6.54237	-9.74603
380.13166	6.77403	-7.90402
380.52323	6.41011	-9.38118
379.93438	5.10910	-8.25298
378.87624	7.10507	-7.99169
215.42677	-93.69007	-7.80532
539.06461	-230.50225	-7.38361
535.59129	-243.57354	-7.59193
378.25152	7.30683	-8.31995
378.06321	6.57675	-10.34121
377.78522	7.35092	-8.48775
378.18277	7.31954	-7.60818
378.13196	7.34569	-7.62974
378.07516	7.32701	-8.06228
378.72380	6.75310	-7.77740
378.66700	6.44448	-10.29781
378.78059	6.26439	-7.92785
377.67462	7.32402	-8.59345
530.72505	-212.02220	-7.70282
332.63201	23.72068	-7.69554
333.08636	24.15111	-10.95524
333.34940	23.80886	-10.67415
332.81136	23.38665	-10.08640
332.79940	23.82007	-10.73094
333.11924	24.11150	-8.32302
333.22086	23.96578	-9.12444
333.31950	22.33598	-8.30209
333.04750	23.07130	-10.18705
334.09667	22.29862	-8.88936
334.44639	22.54298	-8.10867
333.89939	23.93888	-8.56093
334.26406	23.73936	-9.67766
334.27900	24.05919	-8.83135
333.79477	23.20132	-9.99062
333.98906	20.60081	-10.04076
205.78695	12.69317	-7.85118
380.54415	30.71141	-7.74426
385.73022	-95.15323	-8.47600
385.36854	-95.23244	-7.57155
385.87071	-94.88869	-9.05574
386.06201	-94.97687	-7.59652
385.99625	-95.31912	-9.00493
386.62994	-95.24439	-8.58807
386.16364	-94.86254	-8.35582
386.77043	-95.19731	-7.73669
386.81228	-94.50683	-8.22580
387.13211	-94.99705	-8.41760
386.66581	-93.98225	-7.88483
386.33402	-94.06445	-8.47253
386.26228	-94.13843	-7.97356
386.22940	-93.84176	-7.63226
386.68076	-93.48158	-7.97505
386.98863	-93.52940	-7.79916
386.18457	-93.61683	-7.23993
386.22940	-93.49204	-7.55550
386.86309	-94.08986	-8.13530
387.53564	-93.58918	-7.70104
387.26961	-93.91051	-7.58985
387.51471	-93.61160	-8.13080
387.53862	-94.31105	-11.32152
387.47884	-94.97463	-10.37910
387.47286	-94.72354	-10.15233
387.45792	-94.63537	-7.57578
387.98101	-95.17789	-7.57614
387.46091	-95.31314	-7.91572
387.84949	-94.80873	-7.81184
388.42041	-95.13380	-7.79990
388.67747	-95.01498	-8.50288
388.02286	-95.74208	-7.87579
388.40247	-95.66361	-8.60796
388.14242	-95.87957	-7.76505
390.18696	-93.58769	-8.14068
389.99566	-95.82203	-7.76085
389.74457	-95.42299	-7.91880
390.47989	-96.64852	-7.48824
374.16842	-128.24396	-8.49516
599.42631	-205.09572	-7.19323
600.14668	-207.11859	-7.30080
610.84165	-195.58070	-8.60927
616.69130	-200.00904	-8.48044
613.29270	-205.75482	-7.28558
609.09602	-203.89336	-8.41288
604.74689	-194.67127	-11.03097
673.95033	-75.42672	-7.79625
656.61958	-138.19389	-7.51097
643.89801	-202.64915	-8.50755
629.03326	-181.96166	-8.11006
620.65483	-189.73030	-7.56803
314.30590	-43.35004	-9.96249
325.32668	1.12614	-7.16793
241.59925	-67.75821	-7.67069
286.80626	-189.12651	-9.36757
211.46921	-120.54032	-9.67609
375.89014	6.03348	-9.59630
376.67926	6.99373	-7.99589
375.45373	7.10507	-9.88741
373.30756	6.34136	-9.10171
374.27902	6.43626	-9.53925
375.00537	5.31983	-7.70536
376.49991	6.09401	-8.23282
376.27274	7.01689	-9.60095
376.20997	7.20371	-7.44150
378.55940	4.78553	-8.04090
377.37870	5.72187	-8.01995
377.68359	7.21417	-8.09952
377.67761	6.78673	-9.81696
377.62082	6.87491	-7.89788
377.08876	7.01315	-8.49283
377.35180	5.44388	-7.82524
378.22462	5.47826	-8.00224
378.39798	6.06262	-7.87371
378.52652	6.22553	-10.13896
378.23060	6.96159	-9.10965
378.21266	7.33149	-8.85526
378.00044	6.79645	-10.11335
377.89283	7.26349	-7.88431
378.27543	7.16186	-7.99426
378.58032	6.50426	-8.40974
378.42190	6.93469	-8.83902
378.51456	7.14766	-7.47086
377.80614	6.98476	-8.51423
378.38902	7.04902	-7.89486
377.82109	6.20909	-7.94696
378.64608	5.99163	-8.27558
379.15422	5.62024	-9.94769
379.67433	6.73666	-8.66388
379.09444	7.16560	-10.07520
378.85830	7.03109	-9.64176
378.95396	6.66418	-8.36881
378.87325	6.51995	-8.59246
380.32894	5.68899	-7.75098
379.96427	7.18503	-8.29957
380.65774	7.24107	-10.25179
380.32595	5.94829	-10.27421
379.59063	5.38559	-9.16141
379.12732	6.82409	-8.55097
378.85532	7.01988	-7.69651
378.96292	6.94814	-7.89148
379.16917	7.33299	-8.47693
379.77596	6.92572	-10.96258
379.36047	6.67987	-9.92017
379.67732	6.87939	-9.54491
379.11836	6.84726	-8.09131
378.84934	6.89434	-7.99592
379.12134	6.50501	-7.89158
379.24091	6.86669	-8.32190
379.30368	6.58870	-7.70540
379.22895	6.08355	-8.54955
378.28141	5.28695	-7.93071
378.53847	6.61635	-7.95840
378.58032	7.33672	-9.17494
377.81511	6.99970	-10.54099
377.97951	6.85473	-7.58962
612.68293	-165.20631	-8.42787
617.35488	-174.04953	-9.30616
619.64452	-173.70878	-9.32405
607.84658	-175.61208	-8.19346
609.63705	-176.63435	-8.44116
696.98426	-198.15580	-9.58616
227.69699	-0.90794	-8.36870
225.10246	-6.22254	-6.95065
216.46398	-160.42376	-7.31873
489.68782	-366.64040	-9.46483
493.21196	-367.03346	-7.42965
239.95226	-107.69171	-8.83934
327.85246	-2.44956	-8.75697
350.37526	-9.12345	-9.45883
349.37092	-7.31804	-11.13773
413.65132	9.08758	-8.05570
394.67060	20.35197	-9.15582
607.67022	-161.16655	-7.68649
595.63913	-154.59354	-7.34149
230.97901	-137.37264	-7.21392
227.38014	-138.55408	-7.07998
236.13220	-137.27176	-7.87648
243.09380	-137.58188	-8.80645
278.69686	25.88104	-8.65355
277.72241	25.93784	-7.58337
252.27628	-448.74026	-9.05602
333.54369	22.86206	-9.17294
332.70375	23.78719	-10.13842
332.85620	23.92244	-8.82614
332.87712	22.73652	-8.01081
332.96081	24.01585	-7.95776
330.95513	22.23062	-7.85299
331.12252	23.83501	-8.93817
330.91329	23.76028	-9.17465
331.89371	23.93066	-9.15184
331.24508	22.61995	-8.19738
330.79372	21.58721	-7.60629
330.80568	21.51249	-11.08860
331.25105	21.72920	-9.90908
332.01925	20.68750	-9.53443
334.36569	20.71440	-8.46241
333.13119	19.97834	-9.50099
331.29589	25.26828	-7.80621
635.12203	-116.52971	-8.09562
344.99190	-147.63718	-8.40067
328.11849	-169.43288	-8.27039
352.77849	18.15350	-7.63611
356.26974	17.78061	-7.66976
358.69091	18.86042	-8.70078
353.70510	18.17218	-7.40725
364.90224	19.74818	-7.65540
356.25480	11.02003	-7.45942
353.42114	9.67718	-8.37443
352.07904	13.72067	-8.07610
235.40585	-178.40240	-8.14929
611.08078	-275.82135	-8.19042
604.00859	-256.74572	-8.23451
590.39627	-279.21920	-7.36653
326.73753	-208.19765	-7.58429
293.46596	-59.79751	-7.71394
623.73659	-168.60266	-7.96839
623.60806	-171.42063	-8.02073
643.68279	-169.43737	-7.47866
456.03364	-274.87456	-7.10715
606.03220	-175.46935	-8.82077
606.00231	-177.13278	-8.94217
605.65857	-175.55902	-10.91083
606.62404	-174.08391	-9.76020
606.55529	-174.77663	-9.18482
605.32080	-171.50208	-7.93139
605.07868	-171.71057	-8.24343
603.79038	-171.62762	-7.45744
604.74689	-170.17343	-8.34510
609.31422	-171.90262	-8.55290
609.74166	-172.85614	-8.20513
608.69847	-169.17956	-7.61022
609.10798	-169.46427	-9.05943
606.36399	-169.82520	-8.87304
605.01591	-172.61776	-9.39732
605.79009	-173.63106	-8.60685
604.88439	-174.29613	-9.14729
603.59011	-175.29524	-8.21304
606.77649	-173.99349	-7.59136
607.47892	-174.89918	-7.75799
605.02787	-177.13652	-8.13691
603.53631	-175.97152	-10.99036
605.09961	-175.44917	-9.32820
604.17897	-177.19331	-7.62357
607.90337	-176.15983	-8.76308
607.90038	-174.33051	-7.38651
609.42183	-174.51209	-9.49535
444.03244	1.46615	-10.20368
429.15574	1.96159	-7.26424
424.03542	16.93544	-7.00360
263.44652	-132.42569	-8.28699
346.90492	23.34779	-8.41144
346.88699	23.24168	-8.58519
344.04735	22.43985	-7.63495
347.71497	20.84816	-8.52157
348.07067	20.62547	-8.71867
349.85814	18.65641	-7.54213
348.64457	19.09730	-8.82175
345.21908	17.51831	-8.04873
344.60930	22.63041	-8.65057
343.12671	23.52788	-7.52365
345.15332	22.60276	-7.44639
344.70794	23.00554	-9.82113
343.85904	23.34256	-8.04016
339.58763	21.16052	-8.23896
341.08815	20.18085	-12.02325
619.14833	-199.08242	-8.99022
619.14833	-199.08242	-7.31380
613.15521	-187.94357	-7.77348
613.25385	-191.03429	-7.54723
618.00351	-187.72687	-7.73741
612.81744	-187.42796	-9.05855
609.41286	-191.99603	-7.59921
608.99439	-190.86242	-8.88829
611.32289	-186.10229	-8.66232
604.43005	-189.37460	-8.24614
605.34770	-193.33365	-8.42655
610.49491	-186.87722	-8.87925
610.14519	-187.41451	-8.14684
609.80443	-186.52675	-7.47004
605.27895	-186.69189	-7.79619
604.15206	-187.23441	-8.08805
604.61537	-187.00126	-9.15497
603.62598	-185.96480	-7.44560
323.73947	24.70857	-9.97163
323.39273	25.80557	-7.40921
323.78430	25.26903	-7.66973
322.78894	25.15245	-9.53106
319.21100	28.12735	-11.25116
318.05422	29.40593	-7.41195
321.64412	30.25558	-7.68375
321.94004	26.31596	-8.29793
321.76069	25.57391	-7.69188
310.99996	30.40429	-8.71766
314.33280	24.63758	-8.12439
316.07843	29.54866	-8.06164
551.28999	-245.22576	-9.34377
307.93913	-42.70290	-7.34133
246.91385	30.89524	-8.14894
408.40846	7.25079	-9.84065
252.46161	-146.47891	-9.88984
672.68893	-67.85386	-7.42806
